"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy"
"1",0.698560345825775,0.384379402743563,0.696272315607303,0.700840968531458,0.567762810863664,0,6.95591882465581e-10,0.742105799843646,0.641361451341658,0.731040101789122,0.654372352217684,0.731040101789122,0.742105799843646,0.736531390210168,0.567762810863664,0.421340074877456,0.576356993065473,0.691733625592652
