"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy"
"1",0.644737349955614,0.253826701485388,0.642352348187288,0.647116952552134,0.568476848456778,0,0,0.780711084959037,0.465609254345428,0.658072700565619,0.617114180151345,0.658072700565618,0.780711084959037,0.71416519592367,0.568476848456778,0.443816177132785,0.674418155853178,0.623160169652232
