"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy"
"1",0.727083252923694,0.46199095706944,0.724861424420443,0.729296609359492,0.570194398342918,0,0,0.653707735872471,0.824425652922248,0.831632579834948,0.642161834481633,0.831632579834948,0.653707735872471,0.732013593238753,0.570194398342918,0.372740489147915,0.448203327029218,0.73906669439736
