"","ModelName","RMSE.baseline","MAE.baseline","RMSE.model","MAE.model","ME.model","MAPE.model"
"1","All Buildings",0.0306775604406582,0.0153513543563772,0.0168121533789292,0.0112608424619402,-0.0000725862917070698,-Inf
